subject,trial_global,condition,TIME,FPOGX,FPOGY,LPMM,RPMM,pupil,aoi_current,MEDIA_ID
S01,S01::T01,A,0.5833333333333334,0.697826074623998,0.5612066505674593,3.6643794103539737,3.682112354746349,3.674300382659062,right,1
S01,S01::T01,A,0.6,0.6530247063890953,0.51496499756692,3.6518006539909655,3.651413279910098,3.6406834733415674,right,1
S01,S01::T01,A,0.6166666666666667,0.6520359908791783,0.5593377995709752,3.6446580984364485,3.6471752647998823,3.652854210529888,right,1
S01,S01::T01,A,0.6333333333333333,0.6821669801546237,0.4876141005040386,3.6270166250520908,3.602816946587647,3.6062097187003137,right,1
S01,S01::T01,A,0.65,0.691066310390311,0.4553536171906839,3.5842881463776894,3.667364471690657,3.641864229667628,right,1
S01,S01::T01,A,0.6666666666666666,0.663039280220387,0.41615846249480687,3.597037997387929,3.6583622308350807,3.623980008924088,right,1
S01,S01::T01,A,0.6833333333333333,0.6289811536948053,0.4439209914195661,3.729069172049407,3.705776489720388,3.6867154978364316,right,1
S01,S01::T01,A,0.7,0.6167194807565851,0.5061618649627744,3.719406326046279,3.7432484010117584,3.696803433519907,right,1
S01,S01::T01,A,0.7166666666666667,0.6904373689661379,0.42132539150560566,3.6761916685453864,3.710091072135906,3.7037447761879276,right,1
S01,S01::T01,A,0.7333333333333333,0.6545541754608614,0.4518968726993634,3.769379508765853,3.7392251137711634,3.7634028553833727,right,1
S01,S01::T01,A,0.75,0.6524696983885723,0.5366483991994686,3.783990980031231,3.719178333985862,3.733695668587483,right,1
S01,S01::T01,A,0.7666666666666667,0.6968655941395435,0.487809212308255,3.685726757257786,3.7107007710937254,3.7040079148776974,right,1
S01,S01::T01,A,0.7833333333333333,0.5847224671867226,0.5161825891259351,3.7318987056587387,3.6910946023745845,3.7061207657007236,center,1
S01,S01::T01,A,0.8,0.6953823683568499,0.41420180845099325,3.667120203212968,3.6947121132915686,3.682109385509646,right,1
S01,S01::T01,A,0.8166666666666667,0.7083168109765996,0.35830535177554507,3.702023300455521,3.7183490225503926,3.7376636629431683,right,1
S01,S01::T01,A,0.8333333333333334,0.6466444592091046,0.4930733327985543,3.7139435200630406,3.7240410416314447,3.7348993983932255,right,1
S01,S01::T01,A,0.85,0.6106670185575521,0.3861077957921142,3.8387704961302167,3.8884323668130523,3.8423271561287367,right,1
S01,S01::T01,A,0.8666666666666667,0.5499788273324827,0.43469669575275194,3.8558253949433374,3.8337013272512683,3.833141371860129,center,1
S01,S01::T01,A,0.8833333333333333,0.5993132278918619,0.4350463693243692,3.8192784627169196,3.8467547916265845,3.824896009986925,center,1
S01,S01::T01,A,0.9,0.5401288337688678,0.3902977467974063,3.8658671541237934,3.8774373798101385,3.8551571559034388,center,1
S01,S01::T01,A,0.9166666666666666,0.5458296504758076,0.47404648452075043,3.6852101152433026,3.6254811155715,3.6506857382760955,center,1
S01,S01::T01,A,0.9333333333333333,0.5272589431385558,0.4702672126629578,3.7002862845343514,3.756062596149336,3.7566076585049055,center,1
S01,S01::T01,A,0.95,0.5380922521844276,0.4318243108071367,3.755701593648466,3.760884530875812,3.7537150594024866,center,1
S01,S01::T01,A,0.9666666666666667,0.5638978434286964,0.4081284202275599,3.7128809013708324,3.722035988500846,3.727851495493613,center,1
S01,S01::T01,A,0.9833333333333333,0.4899750300984027,0.412657074273638,3.831580169005698,3.8329257130670977,3.817611751564424,center,1
S01,S01::T01,A,1.0,0.46551086582293993,0.36456118025245837,3.8659025582325333,3.7784711018085315,3.832628087160533,center,1
S01,S01::T01,A,1.0166666666666666,0.4554760485650385,0.391682219596586,3.6879612725092223,3.765726264627037,3.729177734654808,center,1
S01,S01::T01,A,1.0333333333333334,0.44729517015919656,0.39368362865182693,3.7146888325649337,3.7193197410451138,3.6994838691256087,center,1
S01,S01::T01,A,1.05,0.421753191859886,0.3650150486059518,3.575628512596949,3.5708954899600385,3.582749374785167,center,1
S01,S01::T01,A,1.0666666666666667,0.4306232030299274,0.4222371091420484,3.5776783481316095,3.5491885670082195,3.572683254695297,center,1
S01,S01::T01,A,1.0833333333333333,0.4986768684595523,0.3404476962712009,3.6335771652847706,3.644066959715836,3.671831207461868,center,1
S01,S01::T01,A,1.1,0.4236110221241445,0.37255715752280383,3.6182882604624265,3.6313048881251904,3.615375105884415,center,1
S01,S01::T01,A,1.1166666666666667,0.44449253710786923,0.30782411206198407,3.5717106658740474,3.539724716750566,3.530429182106159,center,1
S01,S01::T01,A,1.1333333333333333,0.38419611543323706,0.4025103079449625,3.605301899026617,3.6356924970732774,3.5934889738549174,left,1
S01,S01::T01,A,1.15,0.42421948034339724,0.40976121225967826,3.5941539435072927,3.589588044845305,3.6135703291413286,center,1
S01,S01::T01,A,1.1666666666666667,0.3490726493014657,0.4043675206235211,3.6261329260915893,3.6371756159045585,3.639581217495726,left,1
S01,S01::T01,A,1.1833333333333333,0.3775085172855063,0.4838135068229129,3.619452839307344,3.560150933232648,3.568871944980818,left,1
S01,S01::T01,A,1.2,0.47310751703684395,0.41383892272391776,3.5842418830136245,3.539747527748499,3.551564048004813,center,1
S01,S01::T01,A,1.2166666666666666,0.3663183904268417,0.34745118277715287,3.5732537810913145,3.5780012998091038,3.560968376585542,left,1
S01,S01::T01,A,1.2333333333333334,0.41875566434410383,0.47332916763293403,3.5776810625701283,3.583133412939288,3.5643572490728683,center,1
S01,S01::T01,A,1.25,0.38864767376566356,0.34778887093195243,3.460851745782539,3.5144814159685143,3.4780777317357425,left,1
S01,S01::T01,A,1.2666666666666666,0.36087942921120325,0.4077111103048562,3.6167766422829715,3.574704866541158,3.5922518336283393,left,1
S01,S01::T01,A,1.2833333333333334,0.337289988192072,0.40643032375741267,3.68119388441007,3.64172078598408,3.6685498054817294,left,1
S01,S01::T01,A,1.3,0.3994187699569802,0.3501559301854952,3.5837051845351606,3.5520555162757206,3.5813326760425293,left,1
S01,S01::T01,A,1.3166666666666667,0.3428308766907229,0.43051767756599973,3.4593520502026807,3.515502161013717,3.4413928862634333,left,1
S01,S01::T01,A,1.3333333333333333,0.3975752840583123,0.3950330680680826,3.5669609311758097,3.5484594163846963,3.5301899308386258,left,1
S01,S01::T01,A,1.35,0.3144510595962908,0.40375343133741487,3.3926496877145627,3.4247279258803642,3.415221475567399,left,1
S01,S01::T01,A,1.3666666666666667,0.33756868218302394,0.3614710054270441,3.438037984451452,3.406214506265679,3.408424082071697,left,1
S01,S01::T01,A,1.3833333333333333,0.3482479926681699,0.4322670036059941,3.558331173202068,3.5127406423394154,3.5550992093313507,left,1
S01,S01::T01,A,1.4,0.34187043312285875,0.35829399299956355,3.496506058363796,3.471682753949429,3.517891570493596,left,1
S01,S01::T01,A,1.4166666666666667,0.28295029835325747,0.32810396840227096,3.5178489987099146,3.481803074287991,3.469987271056896,left,1
S01,S01::T01,A,1.4333333333333333,0.3006912362324108,0.4423940330650454,3.4023305642032224,3.379145823729578,3.3842132897805883,left,1
S01,S01::T01,A,1.45,0.31535679122506044,0.37990769085184967,3.39529195758832,3.4362078603081843,3.431808589462505,left,1
S01,S01::T01,A,1.4666666666666666,0.29110658300736225,0.39887424182871645,3.500461078631907,3.4921276416536218,3.516373300017808,left,1
S01,S01::T01,A,1.4833333333333334,0.34395306255497815,0.4673459444929836,3.5088260319513593,3.510186216383286,3.5074407585073164,left,1
S01,S01::T02,B,0.0,0.49368275788894717,0.6043090357916344,3.6673422737055392,3.7191915413311527,3.6977509720537323,center,2
S01,S01::T02,B,0.016666666666666666,0.48232106476733255,0.5726106507512243,3.642140459075821,3.6414229421961513,3.659308588532672,center,2
S01,S01::T02,B,0.03333333333333333,0.4843097491921529,0.5842307372204079,3.813217970365178,3.7655551537459653,3.7638316718550775,center,2
S01,S01::T02,B,0.05,0.5283794240527495,0.6511221615125888,3.689673172681684,3.6850450174894296,3.6907851607994124,center,2
S01,S01::T02,B,0.06666666666666667,0.5802110902476427,0.6786768050960952,3.7146950633038878,3.686615875701568,3.704311554782457,center,2
S01,S01::T02,B,0.08333333333333333,0.49043657389815754,0.6255177239201655,3.6394024079303673,3.665137048459309,3.63796948997988,center,2
S01,S01::T02,B,0.1,0.5326216892173856,0.6457103875052567,3.6635040390778983,3.6120490664317364,3.671520025269173,center,2
S01,S01::T02,B,0.11666666666666667,0.558823690888823,0.649068224500397,3.729040572884618,3.7646152607583376,3.7454133217643015,center,2
S01,S01::T02,B,0.13333333333333333,0.5676567661085289,0.5655213355667201,3.759287650841811,3.740354591095728,3.731265234758647,center,2
S01,S01::T02,B,0.15,0.5609715701045626,0.546030381848,3.7124057675435598,3.6507298926109444,3.676720370076668,center,2
S01,S01::T02,B,0.16666666666666666,0.6574977292051665,0.6078314807727685,3.721926371289078,3.6951990078253414,3.689954763894957,right,2
S01,S01::T02,B,0.18333333333333332,0.6120279955037179,0.5412545099650133,3.720051538815749,3.6316420244367813,3.7031523673706754,right,2
S01,S01::T02,B,0.2,0.5713129238351813,0.5956198145833472,3.659073491256119,3.6425853588074695,3.636761400952952,center,2
S01,S01::T02,B,0.21666666666666667,0.5474030890965365,0.550905880225516,3.732132729922515,3.689129637905021,3.6844247030921347,center,2
S01,S01::T02,B,0.23333333333333334,0.6144182635539016,0.5781092668959311,3.6431503189493144,3.6474018199313996,3.667482969988682,right,2
S01,S01::T02,B,0.25,0.6790606270968336,0.5707904989804953,3.6281534802228097,3.625708141846116,3.6180132096429856,right,2
S01,S01::T02,B,0.26666666666666666,0.6405129171466851,0.6122431256557115,3.697796345534332,3.686949454449316,3.71364978473663,right,2
S01,S01::T02,B,0.2833333333333333,0.5588265888347967,0.5681858841306303,3.737557433073203,3.693690039192295,3.699656903467703,center,2
S01,S01::T02,B,0.3,0.5974300406638923,0.5473048721241806,3.6229393709712947,3.6113186239073625,3.624652288412345,center,2
S01,S01::T02,B,0.31666666666666665,0.655262795777241,0.5856677775551815,3.7043891331780063,3.6973162697489097,3.669429787842803,right,2
S01,S01::T02,B,0.3333333333333333,0.693250931833974,0.6841471117444173,3.6914868646454897,3.7151134430404857,3.717027958139651,right,2
S01,S01::T02,B,0.35,0.6653187806939149,0.5937380086623179,3.5313497622449237,3.600761239524602,3.5544025378829054,right,2
S01,S01::T02,B,0.36666666666666664,0.6696634482447822,0.5044794753881241,3.7561003703659046,3.738013039873928,3.7450184480006556,right,2
S01,S01::T02,B,0.38333333333333336,0.7055993488371307,0.571681615773458,3.7481618678111848,3.7702035337496236,3.756599316299947,right,2
S01,S01::T02,B,0.4,0.7151590392914066,0.6542876193233023,3.7805002297099417,3.8252174864309896,3.786650984859825,right,2
S01,S01::T02,B,0.4166666666666667,0.6501880803417105,0.56591996284766,3.6964610121414205,3.6887496589434217,3.7196160250639405,right,2
S01,S01::T02,B,0.43333333333333335,0.6913981704089687,0.6004188306320843,3.7133229539240946,3.66741855842837,3.6780608777390795,right,2
S01,S01::T02,B,0.45,0.6442754887786478,0.5899475142873076,3.845163863233422,3.831663869816066,3.809667117129964,right,2
S01,S01::T02,B,0.4666666666666667,0.6413339982588074,0.5880949880935904,3.6644794421778624,3.6831941378381385,3.6984317428984275,right,2
S01,S01::T02,B,0.48333333333333334,0.7003452388322015,0.5786064618568554,3.8239525510303096,3.8172085923511356,3.822719636288799,right,2
S01,S01::T02,B,0.5,0.6301795696563066,0.5469747765371477,3.7669427464947134,3.7440584292087804,3.759370801467475,right,2
S01,S01::T02,B,0.5166666666666667,0.6856985516114891,0.5258193045027401,3.7469642165693764,3.7741245643336914,3.74908743781725,right,2
S01,S01::T02,B,0.5333333333333333,0.6900109072382609,0.517652882789602,3.8708879518383505,3.8178139023311566,3.8375650084273074,right,2
S01,S01::T02,B,0.55,0.7079289676413895,0.5266952564845624,3.8916286109223295,3.894258250033151,3.897427929083115,right,2
S01,S01::T02,B,0.5666666666666667,0.6358015465433591,0.5324761575034521,3.7971323555734426,3.8543284858958753,3.8308786949125615,right,2
S01,S01::T02,B,0.5833333333333334,0.6871952157798227,0.4678948782735137,3.8497889707960646,3.8487060493739382,3.8356713776357934,right,2
S01,S01::T02,B,0.6,0.6668001864120626,0.49771883660142,3.7562876351012755,3.7808029690770733,3.7590446415934986,right,2
S01,S01::T02,B,0.6166666666666667,0.7200565852102985,0.5010934218740946,3.943969333098522,3.9488846745091544,3.9198839664061667,right,2
S01,S01::T02,B,0.6333333333333333,0.6384418541221335,0.5012619800274702,3.8793980915461677,3.8923845264224664,3.8836501623056003,right,2
S01,S01::T02,B,0.65,0.6215304522322848,0.4816261318035547,3.8620311813843564,3.863677383238386,3.871750817213754,right,2
S01,S01::T02,B,0.6666666666666666,0.6733923124660088,0.5156806680810612,3.9992681514582022,3.976074776280617,3.974731325517631,right,2
S01,S01::T02,B,0.6833333333333333,0.6210072752410777,0.4788303718417691,3.805821818162288,3.8247443397572267,3.809664116467206,right,2
S01,S01::T02,B,0.7,0.600322639842565,0.46437387722212126,3.8967633559628245,3.861268556849318,3.880125802288469,right,2
S01,S01::T02,B,0.7166666666666667,0.6717387845460276,0.429307762698055,3.9003204251047454,3.9343203935621913,3.9165129017069353,right,2
S01,S01::T02,B,0.7333333333333333,0.6488295916632114,0.44052065145454666,3.9165109989164626,3.8981197113247434,3.903359396941966,right,2
S01,S01::T02,B,0.75,0.5183794339569446,0.47095439525225974,3.8086519926374964,3.77627765365027,3.778755598675486,center,2
S01,S01::T02,B,0.7666666666666667,0.5882090381446538,0.4623425045000284,3.9004187258994656,3.9288055017696313,3.9487028349550957,center,2
S01,S01::T02,B,0.7833333333333333,0.5744963758533379,0.3821434172651297,3.8907349493163417,3.956243955990297,3.9276037491030458,center,2
S01,S01::T02,B,0.8,0.6283535019495676,0.4812571050994577,4.003276220597432,3.993613602316098,3.990645912704043,right,2
S01,S01::T02,B,0.8166666666666667,0.6495747289957082,0.4198131771084177,3.993886030709152,4.014894534585511,4.0518257477453075,right,2
S01,S01::T02,B,0.8333333333333334,0.6620340352587434,0.4084326616517496,3.9127005109654247,3.8719638719760137,3.9164690625953544,right,2
S01,S01::T02,B,0.85,0.6064327014319343,0.47471566036316276,3.971562895206557,3.9454442128402762,3.948018028170369,right,2
S01,S01::T02,B,0.8666666666666667,0.5348521838896221,0.47223165885499646,3.9326980653928048,3.934690615604096,3.9362758690162067,center,2
S01,S01::T02,B,0.8833333333333333,0.5249117016909404,0.4025487771910762,3.902655382468946,3.9003302432095075,3.9264091163347166,center,2
S01,S01::T02,B,0.9,0.5222773099801615,0.41106249568401715,3.8546377843111443,3.9026909852837206,3.902104104013629,center,2
S01,S01::T02,B,0.9166666666666666,0.5637166359856872,0.37686249115673776,3.9370608989634364,3.9209643735461617,3.9269044334236223,center,2
S01,S01::T02,B,0.9333333333333333,0.581713845976727,0.4445383403992073,3.9568551668980168,3.940416206826335,3.963918428437153,center,2
S01,S01::T02,B,0.95,0.4610367422622511,0.44418748129214813,3.8433751345341927,3.7758227599509446,3.8371079918495647,center,2
S01,S01::T02,B,0.9666666666666667,0.5401386952935932,0.3938021462110282,3.965723092020899,3.9768738836653035,3.9933342566991903,center,2
S01,S01::T02,B,0.9833333333333333,0.5418954307294177,0.454665741823965,3.8876771374297867,3.905837099683793,3.9003893246616346,center,2
S01,S01::T02,B,1.0,0.5110589316023003,0.4350683673484278,3.8737241372148197,3.882420987248573,3.8785342840763377,center,2
S01,S01::T02,B,1.0166666666666666,0.6038476613182937,0.39571959341867635,3.746612318011849,3.749770547676728,3.715467985404313,right,2
S01,S01::T02,B,1.0333333333333334,0.4999185864802661,0.4226117569290592,3.8558477157747366,3.8708725589184203,3.8396575188388367,center,2
S01,S01::T02,B,1.05,0.47297901045463936,0.3369296694959368,3.8147805018557177,3.7807999659798464,3.7715394572543515,center,2
S01,S01::T02,B,1.0666666666666667,0.48394414966145904,0.3833167627433034,3.8194098837228045,3.87949943179257,3.854367447221676,center,2
S01,S01::T02,B,1.0833333333333333,0.43436638531114585,0.3991825255231463,3.8422790987047546,3.9136983719985747,3.8671520142140703,center,2
S01,S01::T02,B,1.1,0.40590266763939203,0.3880620099021391,3.9120320361126955,3.855950241682794,3.868905898174608,center,2
S01,S01::T02,B,1.1166666666666667,0.45027008095680715,0.45842304695482206,3.7527840721136267,3.7630622212532367,3.780278633380742,center,2
S01,S01::T02,B,1.1333333333333333,0.4671643065064983,0.3959903120481319,3.774827637897357,3.808486280754284,3.776454665768028,center,2
S01,S01::T02,B,1.15,0.4100589010381385,0.3965961549831183,3.7673114762217446,3.8202447096508654,3.7981971792571327,center,2
S01,S01::T02,B,1.1666666666666667,0.44240019783069673,0.33614254995496023,3.585800177320871,3.667884051179466,3.6375415983571333,center,2
S01,S01::T02,B,1.1833333333333333,0.388812894000405,0.37511841183054273,3.7277578941352347,3.7343005672988685,3.7293069757697785,left,2
S01,S01::T02,B,1.2,0.4512973451383869,0.3535229674818761,3.712497109563883,3.7385438021946777,3.715150261646817,center,2
S01,S01::T02,B,1.2166666666666666,0.39423996683488266,0.46262766856375914,3.7811276671558893,3.81404322120897,3.771844848805833,left,2
S01,S01::T02,B,1.2333333333333334,0.3982574761156008,0.36555824863783976,3.662129436976296,3.683908928467983,3.7065357225979145,left,2
S01,S01::T02,B,1.25,0.39953657624305106,0.3841670178359704,3.738848734931495,3.7904439136741064,3.7724993670598863,left,2
S01,S01::T02,B,1.2666666666666666,0.31891119938705415,0.4226585442082553,3.6684937937944655,3.771458840856802,3.7106832473501377,left,2
S01,S01::T02,B,1.2833333333333334,0.35373926688839147,0.40340415289674675,3.770742728107598,3.798994787685994,3.7684472356723524,left,2
S01,S01::T02,B,1.3,0.41879540032216245,0.331550366416266,3.82142252953167,3.850488916538754,3.84558079108011,center,2
S01,S01::T02,B,1.3166666666666667,0.35031653772470966,0.40402870299521904,3.817371950498906,3.7841072648182283,3.8017657409208483,left,2
S01,S01::T02,B,1.3333333333333333,0.39320666366190077,0.4074832282051272,3.7556520987478788,3.800280586081323,3.761346120793474,left,2
S01,S01::T02,B,1.35,0.37056200503204817,0.37741236050731564,3.801502609815641,3.7843168268124567,3.769842746051985,left,2
S01,S01::T02,B,1.3666666666666667,0.27159130140985815,0.4013719981922072,3.725504565457044,3.627575454315534,3.6762204792711404,left,2
S01,S01::T02,B,1.3833333333333333,0.3567134967181764,0.39034042200264674,3.6565873107931726,3.6397722347970034,3.6493064741383754,left,2
S01,S01::T02,B,1.4,0.29071974543987233,0.33993858001412086,3.678069825421077,3.6702232652900975,3.642476438262249,left,2
S01,S01::T02,B,1.4166666666666667,0.335276434904731,0.3706520903607074,3.73219507116329,3.6880370913337965,3.7029590508706263,left,2
S01,S01::T02,B,1.4333333333333333,0.30938738462167953,0.3932396549998932,3.791903331938397,3.8048702902763263,3.7778641876191883,left,2
S01,S01::T02,B,1.45,0.3229777598161744,0.37431775907606313,3.676614661002044,3.6210216489401814,3.644181693824389,left,2
S01,S01::T02,B,1.4666666666666666,0.31850532211350924,0.4162228829781356,3.697680588558652,3.7208917167557582,3.7147615469486115,left,2
S01,S01::T02,B,1.4833333333333334,0.32874006451164167,0.4351183725923128,3.6455663067858826,3.6262018444899486,3.6106947232095905,left,2
S01,S01::T03,A,0.0,0.5481531403370116,0.5887257658855263,3.465038196597949,3.445692892573502,3.480878345229324,center,3
S01,S01::T03,A,0.016666666666666666,0.4410841753274347,0.6067682456106118,3.531691398156895,3.515591367049861,3.505676124724772,center,3
S01,S01::T03,A,0.03333333333333333,0.5093078698559563,0.6540602880499986,3.5692930714905424,3.5533038491882993,3.5472819453804862,center,3
S01,S01::T03,A,0.05,0.5456176664910604,0.6299203801849096,3.5582772257896345,3.5400108713970657,3.551341103011548,center,3
S01,S01::T03,A,0.06666666666666667,0.5468595532738373,0.633221775422454,3.486076508278631,3.473432025777823,3.477279631333324,center,3
S01,S01::T03,A,0.08333333333333333,0.480391332466127,0.6344842677406899,3.4761930790466207,3.4874238115244047,3.493908375397548,center,3
S01,S01::T03,A,0.1,0.5941538261770583,0.6363724653300431,3.4194118143535848,3.450582787757691,3.4530131645256215,center,3
S01,S01::T03,A,0.11666666666666667,0.5765929230076071,0.5392234945686074,3.4270201466906207,3.4191464438027737,3.4178372048262213,center,3
S01,S01::T03,A,0.13333333333333333,0.5568846737403255,0.6268367823149399,3.576046679469506,3.5541551704942353,3.5636978972602535,center,3
S01,S01::T03,A,0.15,0.6236396907521906,0.6085952040388405,3.441126783886094,3.441008416585259,3.442109335975509,right,3
S01,S01::T03,A,0.16666666666666666,0.5294756715713533,0.6235362454105304,3.5115671133357917,3.4311513127232995,3.4653420939015818,center,3
S01,S01::T03,A,0.18333333333333332,0.5801387155166178,0.6367586033329037,3.582409736682975,3.514052113541014,3.5339781340738443,center,3
S01,S01::T03,A,0.2,0.6367426693423999,0.6197049998154779,3.422232109530011,3.4374935382388454,3.432371154301205,right,3
S01,S01::T03,A,0.21666666666666667,0.6264373898124683,0.6268077700902408,3.556978985630616,3.54190819993237,3.5443498753212945,right,3
S01,S01::T03,A,0.23333333333333334,0.6125794428062036,0.5589495106722284,3.4713039245593946,3.50038094173479,3.4675520029566838,right,3
S01,S01::T03,A,0.25,0.6218970526268868,0.6127552789519015,3.5157831633100356,3.461434678801706,3.452973395140134,right,3
S01,S01::T03,A,0.26666666666666666,0.6255920558781108,0.5902187849752591,3.505264661611475,3.4855332419274507,3.489679379612699,right,3
S01,S01::T03,A,0.2833333333333333,0.6702397049924151,0.5878121461967062,3.5167036446070523,3.4727417013717274,3.4772214455288157,right,3
S01,S01::T03,A,0.3,0.6349723775454575,0.632980950724527,3.557596025896767,3.519100974989052,3.546644022740158,right,3
S01,S01::T03,A,0.31666666666666665,0.6746880583454091,0.5668561182630242,3.554674200406638,3.6768163834289833,3.622218329575394,right,3
S01,S01::T03,A,0.3333333333333333,0.5828369851709926,0.5569644787107169,3.607515213562846,3.6038005542079357,3.5826967907095453,center,3
S01,S01::T03,A,0.35,0.7034108580498223,0.5305160014929832,3.55110638402248,3.5338264993690047,3.575762092329177,right,3
S01,S01::T03,A,0.36666666666666664,0.7498926113190789,0.5622058553221492,3.5095969517270804,3.5183980323420307,3.5170594292352337,right,3
S01,S01::T03,A,0.38333333333333336,0.6855320561591745,0.6059596470250233,3.5624176166285757,3.544847398814181,3.546127975887107,right,3
S01,S01::T03,A,0.4,0.668161826740337,0.5059265784619813,3.6033946260876775,3.580302469460418,3.57325913452661,right,3
S01,S01::T03,A,0.4166666666666667,0.6551390420734187,0.5687926305378792,3.576896697341971,3.59799957017392,3.5707800806974044,right,3
S01,S01::T03,A,0.43333333333333335,0.7005584527791261,0.4669488629688684,3.5728485601910998,3.598892807343795,3.590901516056478,right,3
S01,S01::T03,A,0.45,0.6550278132183674,0.5269344580689458,3.5034017147135104,3.500440823119733,3.5186624913045934,right,3
S01,S01::T03,A,0.4666666666666667,0.6503582551340602,0.5618140880679138,3.7411829992114565,3.730807899319183,3.705295324155675,right,3
S01,S01::T03,A,0.48333333333333334,0.6052416661602569,0.5229790517153877,3.5397658233704328,3.5588931877299412,3.528015986984587,right,3
S01,S01::T03,A,0.5,0.6884912853207301,0.4950108001929545,3.616618372243104,3.6408060289419946,3.608815152309447,right,3
